507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,XTREME Sports,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,Achiever,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,Glamour Techno(IBS),TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,Glamour,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,Super Splendor,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,Splendor Ismart 110,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,Splendor Plus,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Bike,HF DELUXE,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Maestro Edge 125,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Pleasure Plus Platinum,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Destini,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Master Edge,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Pleasure Plus,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Duet,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Pleasure,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Photon,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,NYX HX,TwoWheeler
507f1062-c803-4075-ac18-06182e64a8aa,Hero,Scooter,Optima HX,TwoWheeler
5a1c94e9-87f0-4388-b0aa-32380b1722f1,Royal Enfield,Bike,Classic 350,TwoWheeler
5a1c94e9-87f0-4388-b0aa-32380b1722f2,Royal Enfield,Bike,Thunderbird X 350,TwoWheeler
5a1c94e9-87f0-4388-b0aa-32380b1722f3,Royal Enfield,Bike,Bullet Electra 350,TwoWheeler
5a1c94e9-87f0-4388-b0aa-32380b1722f4,Royal Enfield,Bike,Himalayan,TwoWheeler
5a1c94e9-87f0-4388-b0aa-32380b1722f5,Royal Enfield,Bike,Interceptor 650,TwoWheeler
5a1c94e9-87f0-4388-b0aa-32380b1722f6,Royal Enfield,Bike,Metero 650,TwoWheeler
822d19fe-41ef-4d24-bf94-740a534ecf64,Ace British,Bike,Classic,TwoWheeler
822d19fe-41ef-4d24-bf94-740a534ecf65,Ace British,Bike,Scrambler,TwoWheeler
9985ef5d-127c-46fd-b845-b2dd7ebddb93,Aprilia,Scooter,Storm 125,TwoWheeler
9985ef5d-127c-46fd-b845-b2dd7ebddb94,Aprilia,Scooter,SR 125,TwoWheeler
9985ef5d-127c-46fd-b845-b2dd7ebddb97,Aprilia,Scooter,SR 150,TwoWheeler
9985ef5d-127c-46fd-b845-b2dd7ebddb95,Aprilia,Scooter,SR 150 Race Edition,TwoWheeler
9985ef5d-127c-46fd-b845-b2dd7ebddb96,Aprilia,Scooter,SXR 160,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe69,Beneli,Bike,180s,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe70,Beneli,Bike,302s,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe71,Beneli,Bike,Leoncino 500,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe72,Beneli,Bike,TNT 135,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe73,Beneli,Bike,TNT 15,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe74,Beneli,Bike,TNT 150i,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe75,Beneli,Bike,TNT 600i,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe76,Beneli,Bike,TRK 502,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe76,Beneli,Scooter,Panarea 125,TwoWheeler
cd88c315-6ff6-4de6-ab3a-ba066b20fe76,Beneli,Scooter,Zenzero 150,TwoWheeler
cd47d434-810a-4039-a86f-a2e5512fc7b1,BMW,Bike,G 310R,TwoWheeler
cd47d434-810a-4039-a86f-a2e5512fc7b2,BMW,Bike,GS 310R,TwoWheeler
cd47d434-810a-4039-a86f-a2e5512fc7b3,BMW,Bike,F 850 GS,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,150 NK,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,250 SR,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,250 NK,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,400 GT,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,400 NK,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,650 MT,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,650 NK,TwoWheeler
9999f3cb-3b30-4ab5-850a-e012447a608f,CFMOTO,Bike,ST Papio,TwoWheeler
723cce60-73b1-4239-a353-1d586cacba0c,Crossfire,Bike,GR7 250,TwoWheeler
723cce60-73b1-4239-a353-1d586cacba0c,Crossfire,Bike,HJ 250,TwoWheeler
723cce60-73b1-4239-a353-1d586cacba0c,Crossfire,Bike,RM 250 - Race Edition,TwoWheeler
723cce60-73b1-4239-a353-1d586cacba0c,Crossfire,Bike,Tracker 250,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f861,Ducati,Bike,Panigale,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f867,Ducati,Bike,Panigale R,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f867,Ducati,Bike,Panigale V4,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f867,Ducati,Bike,Panigale V4 S,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f862,Ducati,Bike,Hypermotard,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f863,Ducati,Bike,Hyperstrada,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f864,Ducati,Bike,Monster 797,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f865,Ducati,Bike,Monster+,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f865,Ducati,Bike,Monster 821,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f866,Ducati,Bike,Monster 1200,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f867,Ducati,Bike,Monster 1200 S,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f868,Ducati,Bike,Multistrada 950,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f868,Ducati,Bike,Multistrada 950s,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f868,Ducati,Bike,Multistrada V4,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f868,Ducati,Bike,Multistrada 1260 Enduro,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f868,Ducati,Bike,Scrambler,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f869,Ducati,Bike,Scrambler Full Throttle,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f870,Ducati,Bike,Scrambler Cafe Racer,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f870,Ducati,Bike,Scrambler Desert Sled,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f871,Ducati,Bike,Scrambler Desert Sled Fasthouse,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f872,Ducati,Bike,Scrambler Sixty2,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f872,Ducati,Bike,Supersport 950,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f873,Ducati,Bike,Diavel 1260,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f874,Ducati,Bike,Diavel 1260 S,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f875,Ducati,Bike,XDiavel Dark,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f876,Ducati,Bike,XDiavel S,TwoWheeler
c07b3933-382d-4f55-9443-3194c884f877,Ducati,Bike,XDiavel Black Star,TwoWheeler
85697fb0-4071-48de-b54a-de38c1cf3fff,Husqvarna,Bike,Svartpilen 250,TwoWheeler
85697fb0-4071-48de-b54a-de38c1cf3fff,Husqvarna,Bike,Vitpilen 250,TwoWheeler
7c75f67d-499e-4d57-acbf-6c4aaa4a8c88,Italijet,Bike,Nevada 250,TwoWheeler
7c75f67d-499e-4d57-acbf-6c4aaa4a8c89,Italijet,Bike,Stallion 250,TwoWheeler
7c75f67d-499e-4d57-acbf-6c4aaa4a8c91,Italijet,Scooter,Formula 150,TwoWheeler
ff693c42-29d3-4370-aaae-6ace56b52bb0,Jawa,Bike,Forty Two,TwoWheeler
ff693c42-29d3-4370-aaae-6ace56b52bb1,Jawa,Bike,JAWA,TwoWheeler
ff693c42-29d3-4370-aaae-6ace56b52bb2,Jawa,Bike,Perak,TwoWheeler
7e8bb24f-8e98-4fc0-86c5-cc2da2ddebbe,Motorhead,Bike,MH 200X,TwoWheeler
7e8bb24f-8e98-4fc0-86c5-cc2da2ddebbe,Motorhead,Bike,Scrambler 250,TwoWheeler
7e8bb24f-8e98-4fc0-86c5-cc2da2ddebbe,Motorhead,Bike,Sports 250 (Off-Road Tyre),TwoWheeler
7e8bb24f-8e98-4fc0-86c5-cc2da2ddebbe,Motorhead,Bike,Sports 250 (Road Tyre),TwoWheeler
7e8bb24f-8e98-4fc0-86c5-cc2da2ddebbe,Motorhead,Bike,Tekken R250,TwoWheeler
7e8bb24f-8e98-4fc0-86c5-cc2da2ddebbe,Motorhead,Bike,X - Torque 250,TwoWheeler
7e8bb24f-8e98-4fc0-86c5-cc2da2ddebbe,Motorhead,Bike,MH 150R,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,F4,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,Brutale B4 Serie Oro,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,F3 675,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,Brutale 800,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,Brutale 800RR,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,Brutale 800RR Pirelli,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,Brutale 800RR LH44,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,Brutale 800RR America,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,Dragster 800RR,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,TV 800,TwoWheeler
70f1a378-ee31-42a2-95ff-e9502499e0fc,MV Agusta,Bike,SV 800 Serie Oro,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Bike,Gixxer,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Bike,Gixxer 250,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Bike,Gixxer SF ,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Bike,Gixxer SF 250,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Bike,Hayate 113cc,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Bike,Intruder,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Scooter,Access 125 FI,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Scooter,Burgman 125 FI,TwoWheeler
3add2873-3e31-48ea-96b3-ab5bb0219fbb,Suzuki,Scooter,Avenis 125,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49785,Vespa,Scooter,Elegante 125,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49785,Vespa,Scooter,Elegante 150,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49786,Vespa,Scooter,LX 125,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49786,Vespa,Scooter,LX 150,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49787,Vespa,Scooter,NOTTE 125,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49788,Vespa,Scooter,SXL 125,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49789,Vespa,Scooter,SXL 150,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49790,Vespa,Scooter,VXL 125,TwoWheeler
b4b379cf-2724-4284-b558-594e54a49791,Vespa,Scooter,VXL 150,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Renegade Sport 140,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Renegade Sport 180,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Renegade Commando 230,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Renegade Commando 300,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,DSR 200,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,DSR 230,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Renegade Sports S 300,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Hypersport 230,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Nitrox LS 125,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Nitrox LX 150,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Renegade Duty 125,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Xtreet R 180,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Xtreet R 200,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Xtreet R 230,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Bike,Hypersport 200,TwoWheeler
ff923ad9-187e-4e91-a2d9-f7507bce01bd,UM,Scooter,Powermax 125,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Hawk 200,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Turbo 125,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Royal+ 110,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Bullet 100,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Knight Rider 150,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Bike RT 86,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Ad 80S Deluxe 85,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Cheetah 100,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Bike,Rodeo 165,TwoWheeler
fb525bea-7707-4508-a06b-c31133297bda,Runner,Scooter,Kite Plus 110,TwoWheeler
507fa6cf-344a-47ea-8a83-7ca0db7bec7c,Asian Beast,Bike,V01,TwoWheeler
507fa6cf-344a-47ea-8a83-7ca0db7bec7c,Asian Beast,Bike,Hyper X 250,TwoWheeler
41524ce5-62e6-4dfe-b052-d4c1b1737350,Cross X,Bike,250R,TwoWheeler
41524ce5-62e6-4dfe-b052-d4c1b1737351,Cross X,Bike,50R EFI,TwoWheeler
41524ce5-62e6-4dfe-b052-d4c1b1737352,Cross X,Bike,250 SE Motard,TwoWheeler
d76eb50c-0e47-4849-87bd-6776f4a4e5ac,Haojue,Bike,NK150,TwoWheeler
b542fce1-d029-496a-8b02-f93b365cc259,Harley Davidson,Bike,Iron 883,TwoWheeler
b542fce1-d029-496a-8b02-f93b365cc260,Harley Davidson,Bike,Street 750,TwoWheeler
b542fce1-d029-496a-8b02-f93b365cc261,Harley Davidson,Bike,Street Rod 750,TwoWheeler
36ab7947-eac7-41bb-a72b-fc332e61ba1e,Hartford,Bike,VR 220H,TwoWheeler
